add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education
,,,,,,A-11283-10951,10/10/2011,Denied,H-1B,CANADA,,10/16/2014,200 1ST ST. SW,PLUMMER 7 (LEGAL DEPARTMENT),ROCHESTER,UNITED STATES OF AMERICA,"DIRECTOR, INTERNATIONAL PERSONNEL",56000,507-284-5144,,55905,MINNESOTA,1919,A,CANADA,SCOTTSDALE,Other
,,,,,,A-11284-11045,10/14/2011,Denied,H-1B,INDIA,,4/17/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,19600,201-290-9573,,77845,TEXAS,1994,A,INDIA,CHARLOTTE,Bachelor's
,Northampton,Curran & Berger LLP,MASSACHUSETTS,,,A-11263-06904,12/30/2011,Denied,H-1B,INDIA,,12/17/2014,"222 BERKELEY STREET, 16TH FLOOR",,BOSTON,UNITED STATES OF AMERICA,Chief Compliance Officer,43,617-778-7780,,2116,MASSACHUSETTS,2003,A,INDIA,BOSTON,Bachelor's
,Chicago,"Fraogmen, Del Rey, Bernsen & Loewy, LLP",ILLINOIS,,,A-12078-47159,4/9/2013,Certified-Expired,H-1B,INDIA,,10/22/2014,500 JACKSON STREET,,COLUMBUS,UNITED STATES OF AMERICA,"Immigration Specialist, Global Mobility Services",39800,812-377-5000,,47201,INDIANA,1919,A,INDIA,COLUMBUS,Master's
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-11080-64568,3/21/2011,Denied,H-1B,INDIA,,6/4/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,113000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,CHARLOTTE,Master's
,HAMDEN,Lamboley Law Firm,CONNECTICUT,,,A-11083-65633,3/24/2011,Denied,H-1B,INDIA,,4/14/2015,"225 OAKLAND RD, SUITE # 106",,SOUTH WINDSOR,UNITED STATES OF AMERICA,President,63,860-254-4839,,6074,CONNECTICUT,2001,Y,INDIA,PEORIA,Bachelor's
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-11082-65309,3/23/2011,Denied,H-1B,INDIA,,4/21/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,113000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,CHARLOTTE,Bachelor's
,Chicago,AzualaySeiden Law Group,,,,A-11171-86708,6/29/2011,Denied,B-2,BULGARIA,,5/28/2015,611 BUSSE ROAD,SUITE#210,BENSENVILLE,UNITED STATES OF AMERICA,President,44,1-224-222-1500,102,60106,ILLINOIS,2007,A,BULGARIA,CHICAGO,High School
,Richardson,"Yu, South & Associates, PLLC",TEXAS,,,A-11173-87516,6/22/2011,Denied,H-1B,MEXICO,,5/15/2015,"10300 JONES ROAD, SUITE 308",,HOUSTON,UNITED STATES OF AMERICA,Associate Superintendent,13405,2818974030,,77065,TEXAS,1932,A,MEXICO,HOUSTON,Master's
,Arlington,Braverman and Lin,VIRGINIA,,,A-11172-86977,6/20/2014,Certified-Expired,H-1B,INDIA,,11/6/2014,704 PINE STREET,,HERNDON,UNITED STATES OF AMERICA,CEO,16,703-463-9208,,20170,VIRGINIA,2002,A,INDIA,AVENEL,Bachelor's
,ELIZABETH,The Law Firm of Anayancy Housman,NEW JERSEY,,,A-11165-85426,5/15/2013,Certified-Expired,EWI,MEXICO,,11/25/2014,49 N. MAIN STREET,,CRANBURY,UNITED STATES OF AMERICA,Manager/Owner,7,609-655-3120,,8512,NEW JERSEY,1978,A,MEXICO,EAST WINDSOR,None
,Los Angeles,"Haight Law Group, PLC",CALIFORNIA,,,A-11171-86883,12/16/2014,Certified,H-1B,HONDURAS,,6/19/2015,"3530 WILSHIRE BLVD., SUITE 350",,LOS ANGELES,UNITED STATES OF AMERICA,CEO & General Counsel,21,213-637-3700,,90010-2336,CALIFORNIA,1993,A,HONDURAS,LOS ANGELES,Other
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-11122-75033,5/2/2011,Denied,H-1B,INDIA,,4/13/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,113000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,FRESH MEADOWS,Bachelor's
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-11116-73689,4/26/2011,Denied,H-1B,INDIA,,4/27/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,113000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,HOFFMAN ESTATES,Bachelor's
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-11117-74009,4/27/2011,Denied,H-1B,INDIA,,4/21/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,113000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,CHARLOTTE,Bachelor's
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-11109-72165,4/19/2011,Denied,H-1B,INDIA,,4/14/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,113000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,CHARLOTTE,Bachelor's
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-11110-72577,4/20/2011,Denied,H-1B,UNITED STATES OF AMERICA,,4/16/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,113000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,ROANOKE,Bachelor's
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-11119-74788,4/29/2011,Denied,H-1B,INDIA,,4/14/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,113000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,BELLEVUE,Master's
,Los Angeles,MARIBAO LEE LAW OFFICES INC.,CALIFORNIA,,,A-11243-03323,8/31/2011,Denied,H-1B,PHILIPPINES,,9/4/2015,7899 LA TIJERA BLVD.,,LOS ANGELES,UNITED STATES OF AMERICA,Executive Director,136,310 645-9222,,90045,CALIFORNIA,1984,A,PHILIPPINES,INGLEWOOD,Bachelor's
,Dallas,"Law Office of Andy Cho, PC",TEXAS,,,A-11236-01957,8/29/2011,Denied,F-2,SOUTH KOREA,,6/12/2015,1401 WEST OAK STREET,,DENTON,UNITED STATES OF AMERICA,President,7,940-391-6250,,76201,TEXAS,2006,A,SOUTH KOREA,DENTON,Bachelor's
,NEW YORK,THOMAS T. HECHT P.C.,NEW YORK,,,A-11249-03992,9/6/2011,Denied,H-1B1,VENEZUELA,,10/21/2014,220 5TH AVENUE (11TH FLOOR),,NEW YORK,UNITED STATES OF AMERICA,CHIEF FINANCIAL OFFICER,50,(212) 252-8800,,10001,NEW YORK,1999,A,BELGIUM,NEW YORK,Bachelor's
,San Francisco,Tafapolsky & Smith LLP,CALIFORNIA,,,A-11236-01838,8/31/2011,Denied,L-1,UKRAINE,,10/15/2014,ONE MICROSOFT WAY,,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,53600,425-705-9061,,98052,WASHINGTON,1975,A,UKRAINE,SAMMAMISH,Master's
,Richardson,"Yu, South & Associates, PLLC",TEXAS,,,A-11236-01753,8/24/2011,Denied,H-1B,PHILIPPINES,,3/6/2015,1002 BARRETT ST,,SAN AUGUSTINE,UNITED STATES OF AMERICA,Superintendent,164,936-275-2306,100,75972,TEXAS,1904,A,PHILIPPINES,SAN AUGUSTINE,Master's
,Addison,"Fragomen, Del Rey, Bernsen & Loewy, L.L.P.",TEXAS,,,A-11237-02100,8/30/2011,Denied,H-1B,INDIA,,8/11/2015,12500 TI BLVD.,,DALLAS,UNITED STATES OF AMERICA,Senior Counsel,28400,972-995-2011,,75243,TEXAS,1930,A,INDIA,PLANO,Bachelor's
,Spring,,TEXAS,,,A-12018-31764,1/18/2012,Denied,H-1B,MEXICO,,5/20/2015,15010 ALDINE WESTFIELD ROAD,,HOUSTON,UNITED STATES OF AMERICA,Director of Human Resources,7150,(281) 985-6304,,77032,TEXAS,1935,A,MEXICO,HOUSTON,Bachelor's
,New York,,NEW YORK,,,A-12019-31955,1/26/2012,Denied,H-1B,CANADA,,1/26/2015,3039 CORNWALLIS ROAD,BLDG. 002 /DEPT. 0O4A,RTP,UNITED STATES OF AMERICA,Manager,426751,919-254-7737,,27709,NORTH CAROLINA,1911,Y,CANADA,EASTON,Other
,Houston,Berry Appleman & Leiden LLP,TEXAS,,,A-12012-30400,5/30/2013,Certified-Expired,H-1B,INDIA,,11/13/2014,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,UNITED STATES OF AMERICA,Lead Foreign National Account Manager,266590,800-403-3302,,75202,TEXAS,1897,A,INDIA,PEORIA,Master's
,New York,,NEW YORK,,,A-11313-17353,11/18/2011,Denied,H-1B,INDIA,,10/17/2014,3039 CORNWALLIS ROAD,BLDG. 002 /DEPT. 0O4A,RTP,UNITED STATES OF AMERICA,GBS PR Administrator,426751,919-254-7737,,27709,NORTH CAROLINA,1911,Y,INDIA,UNION CITY,Bachelor's
,NEW YORK,ABRAMS & ABRAMS LLP,NEW YORK,,,A-11305-15486,6/4/2013,Certified-Expired,,MEXICO,,2/10/2015,154 EAST 79TH STREET,,NEW YORK,UNITED STATES OF AMERICA,PRESIDENT,89,212-472-0970,,10075,NEW YORK,2003,A,MEXICO,BRONX,None
,New York,"Madan & Saigal, LLC",NEW YORK,,,A-11311-16699,11/24/2014,Certified,H-1B,INDIA,,5/11/2015,3303 LAKEPORT BLVD,,"KLAMATH FALLS,",UNITED STATES OF AMERICA,Benefits Manager,20000,541882-3451,2743,97601,OREGON,1960,A,INDIA,KLAMATH FALLS,Bachelor's
,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",NEW YORK,,,A-11311-16738,12/1/2011,Denied,H-1B,JAPAN,,1/9/2015,40 EAST 52ND STREET,,NEW YORK,UNITED STATES OF AMERICA,"Vice President, Global Mobility Services",9000,212-810-5300,,10022,NEW YORK,1988,Y,JAPAN,LONG ISLAND CITY,Bachelor's
,Houston,Berry Appleman & Leiden LLP,TEXAS,,,A-11322-19277,6/13/2013,Certified-Expired,H-1B,INDIA,,2/4/2015,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,UNITED STATES OF AMERICA,Lead Foreign National Account Manager,266590,800-403-3302,,75202,TEXAS,1897,A,INDIA,REDMOND,Master's
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-11322-19278,7/17/2012,Denied,H-1B,PAKISTAN,,10/15/2014,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,UNITED STATES OF AMERICA,Foreign National Account Manager,256420,800-403-3302,,75202,TEXAS,1897,A,PAKISTAN,SAN RAMON,Bachelor's
,,,,,,A-11291-12432,6/10/2014,Certified-Expired,H-1B,PAKISTAN,,11/14/2014,HUMAN RESOURCES,"905 ASP AVENUE, NEL BUILDING, ROOM # 207",NORMAN,UNITED STATES OF AMERICA,HR Assistant Director,12126,405-325-1826,,73019,OKLAHOMA,1890,A,PAKISTAN,TULSA,Doctorate
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-11292-12830,7/19/2012,Denied,H-1B,PHILIPPINES,,10/15/2014,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,UNITED STATES OF AMERICA,Foreign National Account Manager,256420,800-403-3302,,75202,TEXAS,1897,A,PHILIPPINES,MIDDLETOWN,Bachelor's
,Houston,Berry Appleman & Leiden LLP,TEXAS,,,A-11285-11509,10/9/2012,Certified-Expired,H-1B,INDIA,,11/6/2014,1095 AVENUE OF THE AMERICAS,,NEW YORK,UNITED STATES OF AMERICA,"Immigration Specialist, HR Global Services",193900,972-718-1548,,10036,NEW YORK,2000,Y,INDIA,IRVING,Bachelor's
,,,,,,A-11220-98148,4/1/2013,Certified-Expired,H-1B,INDIA,,10/15/2014,222 ADMINISTRATION BUILDING,,FAYETTEVILLE,UNITED STATES OF AMERICA,"DIRECTOR, INTL STUDENTS AND SCHOLARS",5309,479-575-5003,,72701,ARKANSAS,1871,N,INDIA,FAYETTEVILLE,Master's
,Houston,Berry Appleman & Leiden LLP,TEXAS,,,A-11286-11635,9/24/2012,Denied,H-1B,MEXICO,,8/5/2015,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,UNITED STATES OF AMERICA,Foreign National Account Manager,266590,800-403-3302,,75202,TEXAS,1897,A,MEXICO,TUCKER,Bachelor's
,Pasadena,Gonzalez & Harris,CALIFORNIA,,,A-11299-14517,4/3/2013,Certified-Expired,H-1B,BURMA (MYANMAR),,10/23/2014,200 FLYNN ROAD,,CAMARILLO,UNITED STATES OF AMERICA,Human Resources Director,820,805-498-2111,,93012,CALIFORNIA,1960,A,BURMA (MYANMAR),IRVINE,Master's
,ANAHEIM,THE LAW OFFICES OF ERIC A. ROVANG,CALIFORNIA,,,A-11355-26229,12/21/2011,Denied,H-1B,INDIA,,8/4/2015,1751 NORTH BATAVIA ST.,,ORANGE,UNITED STATES OF AMERICA,PRESIDENT,21,714-289-0055,221,92865,CALIFORNIA,1999,A,INDIA,ANAHEIM,Master's
,,,,,,A-11358-26849,10/18/2013,Certified,H-1B,CHINA,,5/18/2015,432 N. LAKE STREET,#103,MADISON,UNITED STATES OF AMERICA,UW HUMAN RESOURCES MANAGER ADVANCED,1200,608-265-5767,,53706,WISCONSIN,1964,A,CHINA,FOND DU LAC,Doctorate
,New York,,NEW YORK,,,A-12003-28032,1/19/2012,Denied,H-1B,INDIA,,6/23/2015,3039 CORNWALLIS ROAD,BLDG. 002 /DEPT. 0O4A,RTP,UNITED STATES OF AMERICA,GBS PR ADMINISTRATOR,426751,919-254-7737,,27709,NORTH CAROLINA,1911,N,INDIA,DUNWOODY,Master's
,Raleigh,"Ogletree, Deakins, Nash, Smoak, and Stewart",NORTH CAROLINA,,,A-12003-27936,2/7/2012,Denied,H-1B,INDIA,,5/15/2015,ONE AMD PLACE,,SUNNYVALE,UNITED STATES OF AMERICA,Immigration Paralegal Specialist,11100,1-800-538-8450,43699,94088-3453,CALIFORNIA,1969,N,INDIA,SANTA CLARA,Master's
,New York,,NEW YORK,,,A-11235-01460,7/1/2013,Certified-Expired,EWI,MEXICO,,2/17/2015,2 SHORE TERRACE,,BARNEGAT,UNITED STATES OF AMERICA,President,2,646-523-4722,,8005,NEW JERSEY,2011,A,MEXICO,MASPETH,None
,New York,,NEW YORK,,,A-11234-01245,12/2/2011,Denied,H-1B,INDIA,,1/26/2015,3039 CORNWALLIS ROAD,BLDG. 002 /DEPT. 0O4A,RTP,UNITED STATES OF AMERICA,Manager,355766,919-254-7737,,27709,NORTH CAROLINA,1911,N,INDIA,DES PLAINES,Master's
,San Francisco,Goeschl Law Corporation,CALIFORNIA,,,A-11280-10658,11/15/2011,Denied,H-1B,MALAYSIA,,3/9/2015,175 KING STREET,,ARMONK,UNITED STATES OF AMERICA,Senior VP and Senior Legal Counsel,2319,914-828-8573,,10504,NEW YORK,1973,A,MALAYSIA,STAMFORD,Bachelor's
,,,,,,A-11265-07404,9/29/2011,Denied,H-1B,INDIA,,10/20/2014,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,19600,201-290-9573,,77845,TEXAS,1994,A,INDIA,NORTH PLAINFIELD,Master's
,Dallas,"Ramirez & Associates, P.C.",TEXAS,,,A-12150-66892,6/15/2012,Denied,H-1B,MEXICO,,10/21/2014,3807 ROSS AVE.,,DALLAS,UNITED STATES OF AMERICA,"DISD, Strategic Recruitment Manager",21000,972-925-4244,,75204,TEXAS,1947,A,MEXICO,SUNNYVALE,Bachelor's
,,,,,,A-12264-00861,9/24/2012,Denied,,SOUTH KOREA,,10/14/2014,3500 WEST BLVD,,MONTGOMERY,UNITED STATES OF AMERICA,COMPLEX HR MANAGER,1400,3343871711,,36108,ALABAMA,2006,A,SOUTH KOREA,SEOUL,Bachelor's
,Austin,Azarmehr Law Group,TEXAS,,,A-12261-99550,10/19/2012,Denied,H-1B,MEXICO,,3/9/2015,100 N. UNIVERSITY DRIVE,,FORT WORTH,UNITED STATES OF AMERICA,"Asst. Superintendent, Human Capital Mgt",10033,817-814-2721,,76107,TEXAS,1925,A,MEXICO,FORT WORTH,Bachelor's
,NEW YORK,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP",NEW YORK,,,A-12208-85652,7/10/2012,Certified-Expired,H-1B,UNITED KINGDOM,,3/5/2015,200 WEST STREET,,NEW YORK,UNITED STATES OF AMERICA,"VICE PRESIDENT, HUMAN CAPITAL MANAGEMENT",10941,(212) 902-1000,,10282,NEW YORK,1869,A,SPAIN,SAN FRANCISCO,Master's
,Troy,Piston & Carpenter P.C.,MICHIGAN,,,A-12102-53572,8/3/2012,Denied,H-1B,INDIA,,10/15/2014,1967 ROUTE 27 SUITE 27,,EDISON,UNITED STATES OF AMERICA,CEO & Vice President,70,732-287-0133,,8817,NEW JERSEY,2005,A,INDIA,FRISCO,Master's
,Schaumburg,"Masuda, Funai, Eifert & Mitchell, Ltd.",ILLINOIS,,,A-12092-50979,1/28/2015,Certified,Not in USA,INDIA,,7/31/2015,40 SHUMAN BLVD.,SUITE 270,NAPERVILLE,UNITED STATES OF AMERICA,President,65,630-778-2115,,60563,ILLINOIS,1998,Y,INDIA,JAIPUR,Master's
,Falls Church,"Shin Law Group, PLLC",VIRGINIA,,,A-13023-33708,2/11/2013,Denied,,SOUTH KOREA,,5/21/2015,10717 HUNTING LN,,COLUMBIA,UNITED STATES OF AMERICA,President,3,4102928007,,21044,MARYLAND,2008,A,SOUTH KOREA,ELKRIDGE,None
,,,,,,A-12171-73696,6/21/2012,Certified,H-1B,INDIA,,8/19/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,22500,201-290-9573,,77845,TEXAS,1994,A,INDIA,MIDDLE RIVER,Master's
,,,,,,A-12174-74939,6/23/2012,Denied,H-1B,INDIA,,8/20/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,22500,201-290-9573,,77845,TEXAS,1994,N,INDIA,FISHERS,Bachelor's
,NEW YORK,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP",NEW YORK,,,A-12170-72883,6/14/2012,Withdrawn,F-1,JAMAICA,,1/23/2015,200 WEST STREET,,NEW YORK,UNITED STATES OF AMERICA,"VICE PRESIDENT, HUMAN CAPITAL MANAGEMENT",35000,(212) 902-1000,,10282,NEW YORK,1869,A,JAMAICA,NEW YORK,Master's
,,,,,,A-12177-75526,6/26/2012,Denied,L-1,INDIA,,9/4/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,22500,201-290-9573,,77845,TEXAS,1994,N,INDIA,BALLWIN,Bachelor's
,New York,Shankar And Associates,NEW YORK,,,A-12173-74405,6/22/2012,Denied,H-1B,INDIA,,6/9/2015,1303 W. WALNUT HILL LN.,SUITE # 285,IRVING,UNITED STATES OF AMERICA,President,81,9727561500,,75038,TEXAS,2005,Y,INDIA,ROCHESTER,Master's
,Dallas,"Ramirez & Associates, P.C.",TEXAS,,,A-12172-74284,6/28/2012,Denied,H-1B,VENEZUELA,,11/14/2014,3807 ROSS AVE.,,DALLAS,UNITED STATES OF AMERICA,"DISD, Strategic Recruitment Manager",21000,972-925-4244,,75204,TEXAS,1947,A,VENEZUELA,RICHARDSON,Bachelor's
,New York,"Daniel C. Gallagher, P.C.",NEW YORK,,,A-12212-86689,5/2/2013,Denied,EWI,GUATEMALA,,12/22/2014,75 MONTAUK HWY,,EAST HAMPTON,UNITED STATES OF AMERICA,Owner,26,631-324-0966,,11937,NEW YORK,1960,A,GUATEMALA,FLANDER,None
,,,,,,A-11221-98575,9/12/2011,Denied,L-1,INDIA,,1/15/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,19600,201-290-9573,,77845,TEXAS,1994,N,INDIA,MANCHESTER,Bachelor's
,,,,,,A-12291-07934,10/18/2012,Denied,,CHINA,,10/16/2014,3500 WEST BLVD,,MONTGOMERY,UNITED STATES OF AMERICA,COMPLEX HR MANAGER,1400,3343871711,,36108,ALABAMA,2006,A,CHINA,JIANGMEN,None
,Tulsa,Law Offices of Mawby & Litz,OKLAHOMA,,,A-11340-22239,6/27/2014,Certified-Expired,H-1B,INDIA,,11/24/2014,25329 BUDDE ROAD,SUITE 503,THE WOODLANDS,UNITED STATES OF AMERICA,Vice President,22,503-412-9225,,77380,TEXAS,2005,A,INDIA,UNION CITY,Master's
,Atlanta,"Neera Bahl & Associates, LLC",GEORGIA,,,A-11341-22581,12/21/2011,Denied,H-1B,INDIA,,8/4/2015,3067 PEACHTREE INDUSTRIAL BLVD,,DULUTH,UNITED STATES OF AMERICA,President and Chief Architect,40,678 534 3965,,30097,GEORGIA,2001,Y,INDIA,CUMMING,Bachelor's
,,,,,,A-11327-19927,4/10/2012,Denied,Parolee,INDIA,,8/4/2015,1 E. UWCHLAN AVE,STE101,EXTON,UNITED STATES OF AMERICA,VICE PRESIDENT,50,484-872-8707,,19341,PENNSYLVANIA,2004,Y,INDIA,CHESTER SPRINGS,Bachelor's
,McLean,Berry Appleman & Leiden LLP,VIRGINIA,,,A-11335-21235,12/7/2011,Denied,H-1B,CANADA,,5/28/2015,176 SOUTH ST,,HOPKINTON,UNITED STATES OF AMERICA,"Manager, Immigration & Compliance",31000,508-435-1000,,1748,MASSACHUSETTS,1979,Y,CHINA,NEWCASTLE,Master's
,Pittsburgh,"Cohen & Grigsby, P.C.",PENNSYLVANIA,,,A-11336-21521,12/2/2014,Certified,H-1B,SOUTH KOREA,,6/9/2015,1000 TECHNOLOGY DRIVE,,PITTSBURGH,UNITED STATES OF AMERICA,Human Resources Generalist,1000,412 688-2401,,15219,PENNSYLVANIA,1881,A,SOUTH KOREA,GIBSONIA,Bachelor's
,,,,,,A-11329-20184,11/24/2014,Certified,H-1B,INDIA,,7/14/2015,186 PRINCETON HIGHTST0WN ROAD,BLDG 4A  2ND FLOOR,WEST WINDSOR,UNITED STATES OF AMERICA,PRESIDENT,53,609 750 1900,,8550,NEW JERSEY,2007,A,INDIA,MONMOUTH JUNCTION,Master's
,Atlanta,Rampersad & Parmar Law Group,GEORGIA,,,A-11271-08716,9/28/2011,Denied,EWI,INDIA,,7/31/2015,801 S. CHURCH AVENUE,,LOUISVILLE,UNITED STATES OF AMERICA,Managing Member,2,662-773-9330,,39339,MISSISSIPPI,2008,A,INDIA,REGO PARK,High School
,New York,,NEW YORK,,,A-11273-09155,11/14/2011,Denied,H-1B,INDIA,,6/9/2015,3039 CORNWALLIS ROAD,BLDG. 002 /DEPT. 0O4A,RTP,UNITED STATES OF AMERICA,PR Administrator,398455,919-254-7737,,27709,NORTH CAROLINA,1911,Y,INDIA,CATERET,Bachelor's
,Los Angeles,"Fragomen, Del Rey, Bernsen & Loewy, LLP.",CALIFORNIA,,,A-11265-07505,9/29/2011,Denied,H-1B,INDIA,,10/16/2014,3000 HANOVER STREET,M/S 1117,PALO ALTO,UNITED STATES OF AMERICA,Immigration Policy and Government Relations,71000,(650) 857-1501,,94304,CALIFORNIA,1939,A,INDIA,JERSEY CITY,Bachelor's
,Richardson,"Yu, South & Associates, PLLC",TEXAS,,,A-11270-08284,9/27/2011,Denied,H-1B,MEXICO,,4/14/2015,121 E. FRANKLIN STREET,,HILLSBORO,UNITED STATES OF AMERICA,Human Resources Director,323,254-582-8585,,76645,TEXAS,1929,A,MEXICO,HILLSBORO,Bachelor's
,Richardson,"Yu, South & Associates, PLLC",TEXAS,,,A-11270-08291,9/27/2011,Denied,H-1B,MEXICO,,4/14/2015,121 E. FRANKLIN STREET,,HILLSBORO,UNITED STATES OF AMERICA,Human Resources Director,323,254-582-8585,,76645,TEXAS,1929,A,MEXICO,HILLSBORO,Bachelor's
,Richardson,"Yu, South & Associates, PLLC",TEXAS,,,A-11270-08296,9/27/2011,Denied,H-1B,MEXICO,,4/14/2015,121 E. FRANKLIN STREET,,HILLSBORO,UNITED STATES OF AMERICA,Human Resources Director,323,254-582-8585,,76645,TEXAS,1929,A,MEXICO,HILLSBORO,Bachelor's
,Houston,Berry Appleman & Leiden LLP,TEXAS,,,A-11270-08455,6/12/2012,Certified-Expired,H-1B,EGYPT,,11/10/2014,1095 AVENUE OF THE AMERICAS,,NEW YORK,UNITED STATES OF AMERICA,"Immigration Specialist, HR Global Services",222900,972-718-1548,,10036,NEW YORK,2000,A,EGYPT,DALLAS,Bachelor's
,NEW YORK,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP",NEW YORK,,,A-12045-38784,2/14/2012,Withdrawn,H-1B,SOUTH KOREA,,5/13/2015,200 WEST STREET,,NEW YORK,UNITED STATES OF AMERICA,"VICE PRESIDENT, HUMAN CAPITAL MANAGEMENT",35000,(212) 902-1000,,10282,NEW YORK,1869,A,SOUTH KOREA,JERSEY CITY,Bachelor's
,Richardson,"YU, SOUTH & ASSOCIATES, PLLC",TEXAS,,,A-12153-67941,6/3/2012,Denied,H-1B,MEXICO,,8/4/2015,501 SOUTH JUPITER,,GARLAND,UNITED STATES OF AMERICA,EXECUTIVE DIRECTOR OF HUMAN RESOURCES,6000,972-487-3023,,75042,TEXAS,1902,A,MEXICO,DALLAS,Bachelor's
,Dallas,"Ramirez & Associates, P.C.",TEXAS,,,A-12145-66047,5/24/2012,Denied,H-1B,MEXICO,,11/18/2014,3807 ROSS AVE.,,DALLAS,UNITED STATES OF AMERICA,"DISD, Strategic Recruitment Manager",21000,972-925-4244,,75204,TEXAS,1947,A,MEXICO,GRAND PRAIRIE,Bachelor's
,Duluth,"Law Office of Jahyun Wie, LLC.",GEORGIA,,,A-12150-66657,7/11/2012,Denied,H-1B,SOUTH KOREA,,12/8/2014,7575 PONCE DE LEON CIRCLE SUITE B,,DORAVILLE,UNITED STATES OF AMERICA,President,10,770-454-7622,,30340,GEORGIA,1994,A,SOUTH KOREA,BUFORD,Bachelor's
,Stamford,Jasinsky Immigration Law,CONNECTICUT,,,A-12142-64830,6/24/2013,Certified-Expired,H-1B,CHINA,,1/21/2015,2 WATERS PARK DR.,,SAN MATEO,UNITED STATES OF AMERICA,"Vice President, Human Resources",98,703-265-7513,,94403,CALIFORNIA,2006,A,CHINA,HAYWARD,Master's
,,,,,,A-12144-65448,5/30/2012,Denied,H-1B,INDIA,,4/7/2015,450 RARITAN CENTER PARKWAY,SUITE B,EDISON,UNITED STATES OF AMERICA,MANAGER-IMMIGRATION,333,7327104447,,8837,NEW JERSEY,2000,Y,INDIA,COLUMBUS,Master's
,Alpharetta,Gokare Law Firm,GEORGIA,,,A-12138-63805,7/10/2012,Denied,H-1B,INDIA,,5/15/2015,3300 HOLCOMB BRIDGE ROAD,SUITE 216,NORCROSS,UNITED STATES OF AMERICA,President,35,770-447-8002,,30092,GEORGIA,1995,A,INDIA,SANTA CLARA,Master's
